,created_on,shipped_on,delivered_on,lat,long
1156,2020-09-01 15:04:22,2020-09-01 20:28:02,2020-09-05 08:45:00,0.0,0.0
1157,2020-09-01 15:04:23,2020-09-02 13:39:24,2020-09-09 11:21:00,0.0,0.0
1158,2020-09-01 15:04:25,2020-09-01 21:05:07,2020-09-09 14:54:00,45.61875249186394,-122.5642533653871
1159,2020-09-01 15:04:27,2020-09-01 21:04:34,2020-09-05 11:46:00,0.0,0.0
1160,2020-09-01 15:04:30,2020-09-02 13:26:13,2020-09-09 14:44:00,35.40190406060606,-97.7525266969697
1161,2020-09-01 15:04:33,2020-09-02 15:52:19,2020-09-08 16:13:00,39.631941833333336,-105.038614625
1162,2020-09-01 15:04:38,2020-09-02 16:29:47,2020-09-05 15:17:00,0.0,0.0
1163,2020-09-01 15:04:41,2020-09-02 15:21:23,2020-09-08 11:29:00,35.557008584557884,-97.63657197319006
1164,2020-09-01 15:04:43,2020-09-02 15:01:24,2020-09-08 15:34:00,35.943562490404574,-79.98656373975767
1165,2020-09-01 15:04:46,2020-09-01 20:55:38,2020-09-08 19:51:00,0.0,0.0
1166,2020-09-01 15:04:53,2020-09-01 21:01:51,2020-09-05 11:37:00,39.1666332,-84.53445516731045
1167,2020-09-01 15:04:56,2020-09-01 20:37:27,2020-09-05 13:17:00,0.0,0.0
1168,2020-09-01 15:05:01,2020-09-02 15:47:40,2020-09-08 13:32:00,0.0,0.0
1170,2020-09-01 15:05:04,2020-09-01 20:30:15,2020-09-05 12:13:00,0.0,0.0
1171,2020-09-01 15:05:07,2020-09-02 16:10:00,2020-09-05 13:22:00,0.0,0.0
1172,2020-09-01 15:05:11,2020-09-02 12:32:47,2020-09-08 17:08:00,36.07430418367347,-79.78100512244897
1173,2020-09-01 15:07:06,2020-09-05 19:37:27,2020-09-14 12:02:00,42.146085549999995,-71.30845314787845
1174,2020-09-01 15:08:03,2020-09-04 20:50:20,2020-09-14 12:52:00,29.03148501999944,-81.9950745460528
1176,2020-09-01 15:09:04,2020-09-04 19:07:57,2020-09-15 12:56:00,0.0,0.0
1178,2020-09-01 15:09:31,2020-09-02 15:44:26,2020-09-05 14:11:00,33.03368895348837,-97.015872
1179,2020-09-01 15:09:33,2020-09-03 13:49:35,2020-09-08 13:59:00,0.0,0.0
1181,2020-09-01 15:10:37,2020-09-02 15:33:10,2020-09-06 12:43:00,0.0,0.0
1182,2020-09-01 15:11:13,2020-09-02 15:27:37,2020-09-09 11:58:00,40.216388,-74.944673
1183,2020-09-01 15:12:19,2020-09-04 17:44:29,2020-09-14 11:11:00,0.0,0.0
1184,2020-09-01 15:12:59,2020-09-02 13:58:00,2020-09-09 13:08:00,0.0,0.0
1185,2020-09-01 15:12:59,2020-09-03 21:42:17,2020-09-15 12:31:00,35.23585344338364,-89.7542417893692
1188,2020-09-01 15:14:50,2020-09-01 21:05:38,2020-09-05 16:41:00,40.79153330612245,-81.42267655102042
1189,2020-09-01 15:15:43,2020-09-02 15:45:02,2020-09-07 10:53:00,0.0,0.0
1190,2020-09-01 15:15:45,2020-09-08 15:12:57,2020-09-14 13:56:00,39.67122962425516,-104.75969691354156
1191,2020-09-01 15:17:23,2020-09-01 20:51:58,2020-09-05 15:47:00,37.33190754220933,-121.98382823884731
1192,2020-09-01 15:19:06,2020-09-02 18:47:49,2020-09-08 12:07:00,0.0,0.0
1193,2020-09-01 15:21:08,2020-09-04 17:42:54,2020-09-11 12:08:00,41.23982197579187,-75.91661619807248
1194,2020-09-01 15:21:27,2020-09-01 21:03:36,2020-09-05 11:13:00,42.853382965388604,-78.83001831158582
1195,2020-09-01 15:22:11,2020-09-02 14:44:42,2020-09-05 16:55:00,0.0,0.0
1196,2020-09-01 15:24:10,2020-09-04 18:52:19,2020-09-12 12:23:00,0.0,0.0
1197,2020-09-01 15:24:11,2020-09-04 18:52:18,2020-09-12 12:23:00,0.0,0.0
1198,2020-09-01 15:24:11,2020-09-04 18:53:40,2020-09-12 12:23:00,0.0,0.0
1199,2020-09-01 15:24:12,2020-09-04 20:30:43,2020-09-12 12:23:00,0.0,0.0
1200,2020-09-01 15:24:13,2020-09-04 18:53:39,2020-09-12 12:23:00,0.0,0.0
1201,2020-09-01 15:25:38,2020-09-07 15:45:23,2020-09-14 15:49:00,33.618539,-117.6518683
1202,2020-09-01 15:26:00,2020-09-05 20:06:37,2020-09-11 15:13:00,41.54398823331214,-90.59985426319314
1203,2020-09-01 15:26:02,2020-09-03 15:04:09,2020-09-09 14:04:00,28.525417400688507,-81.4981102849715
1204,2020-09-01 15:26:16,2020-09-04 20:39:40,2020-09-14 17:02:00,0.0,0.0
1205,2020-09-01 15:27:15,2020-09-02 13:12:55,2020-09-05 14:56:00,0.0,0.0
1206,2020-09-01 15:27:25,2020-09-02 16:57:37,2020-09-08 19:00:00,32.57303390782211,-96.94909958072073
1207,2020-09-01 15:28:35,2020-09-04 18:49:52,2020-09-14 11:45:00,42.743668,-84.492038
1208,2020-09-01 15:29:12,2020-09-01 20:34:55,2020-09-07 16:09:00,0.0,0.0
1209,2020-09-01 15:30:51,2020-09-04 19:49:21,2020-09-12 11:57:00,28.96626170967742,-80.9114574516129
1210,2020-09-01 15:30:56,2020-09-02 15:48:08,2020-09-08 09:48:00,34.04705175,-118.26214566666667
1211,2020-09-01 15:31:50,2020-09-04 15:00:15,2020-09-11 12:12:00,44.265525,-86.302597
1212,2020-09-01 15:32:29,2020-09-02 19:42:08,2020-09-10 13:28:00,0.0,0.0
1213,2020-09-01 15:32:49,2020-09-01 19:03:47,2020-09-02 15:52:00,33.8183533,-84.4414225
1215,2020-09-01 15:33:52,2020-09-02 13:55:34,2020-09-05 17:53:00,37.9794364213618,-122.52190622543196
1216,2020-09-01 15:34:13,2020-09-01 20:51:40,2020-09-03 16:28:00,0.0,0.0
1217,2020-09-01 15:34:17,2020-09-02 14:23:17,2020-09-09 15:10:00,0.0,0.0
1218,2020-09-01 15:34:57,2020-09-01 19:47:15,2020-09-08 12:24:00,0.0,0.0
1219,2020-09-01 15:34:58,2020-09-01 20:29:48,2020-09-05 13:40:00,0.0,0.0
1220,2020-09-01 15:35:07,2020-09-03 16:17:09,2020-09-10 11:48:00,30.333013323132185,-81.40623363278414
1221,2020-09-01 15:36:53,2020-09-02 21:24:31,2020-09-08 16:47:00,0.0,0.0
1223,2020-09-01 15:42:59,2020-09-02 14:31:18,2020-09-05 12:16:00,0.0,0.0
1224,2020-09-01 15:43:36,2020-09-03 21:40:32,2020-09-14 12:51:00,43.697625450000004,-72.28950435094981
1225,2020-09-01 15:43:55,2020-09-01 21:56:01,2020-09-08 17:32:00,0.0,0.0
1226,2020-09-01 15:43:55,2020-09-01 21:56:00,2020-09-08 17:32:00,0.0,0.0
1227,2020-09-01 15:43:55,2020-09-01 19:20:42,2020-09-04 13:21:00,0.0,0.0
1228,2020-09-01 15:45:42,2020-09-02 16:53:55,2020-09-05 16:06:00,42.818012591836734,-73.94801514285714
1229,2020-09-01 15:45:53,2020-09-01 20:50:40,2020-09-03 15:44:00,42.175205,-88.387418
1230,2020-09-01 15:45:54,2020-09-01 20:50:41,2020-09-03 15:44:00,42.175205,-88.387418
1231,2020-09-01 15:46:08,2020-09-02 13:26:37,2020-09-09 09:12:00,33.66705818940754,-116.304442
1232,2020-09-01 15:46:12,2020-09-01 21:05:57,2020-09-08 12:12:00,0.0,0.0
1233,2020-09-01 15:46:12,2020-09-01 21:05:56,2020-09-08 12:12:00,0.0,0.0
1234,2020-09-01 15:47:14,2020-09-02 17:31:26,2020-09-08 15:53:00,0.0,0.0
1236,2020-09-01 15:47:29,2020-09-03 20:07:01,2020-09-09 17:24:00,39.843877848484844,-86.15108516161617
1237,2020-09-01 15:47:30,2020-09-01 16:42:06,2020-09-05 14:48:00,39.843877848484844,-86.15108516161617
1238,2020-09-01 15:47:30,2020-09-01 16:42:07,2020-09-05 14:48:00,39.843877848484844,-86.15108516161617
1239,2020-09-01 15:47:49,2020-09-02 20:21:29,2020-09-08 13:48:00,30.4186135,-97.85890170117187
1240,2020-09-01 15:48:39,2020-09-01 19:47:07,2020-09-05 11:06:00,0.0,0.0
1241,2020-09-01 15:48:40,2020-09-01 19:47:06,2020-09-05 11:06:00,0.0,0.0
1242,2020-09-01 15:48:40,2020-09-01 19:47:05,2020-09-05 11:06:00,0.0,0.0
1243,2020-09-01 15:48:51,2020-09-01 17:49:06,2020-09-05 14:25:00,41.64039751292842,-81.46556572966107
1244,2020-09-01 15:48:52,2020-09-01 17:49:07,2020-09-05 14:25:00,41.64039751292842,-81.46556572966107
1245,2020-09-01 15:49:12,2020-09-02 14:04:17,2020-09-11 13:41:00,29.709537714285716,-95.455901
1246,2020-09-01 15:49:24,2020-09-02 13:31:10,2020-09-08 10:20:00,41.6677205,-70.16133153828987
1247,2020-09-01 15:50:13,2020-09-02 17:44:55,2020-09-09 12:52:00,0.0,0.0
1249,2020-09-01 15:51:40,2020-09-01 18:20:19,2020-09-08 13:58:00,0.0,0.0
1250,2020-09-01 15:51:41,2020-09-01 18:20:20,2020-09-08 13:58:00,0.0,0.0
1251,2020-09-01 15:52:05,2020-09-01 20:13:36,2020-09-05 13:00:00,0.0,0.0
1252,2020-09-01 15:52:05,2020-09-01 20:13:35,2020-09-05 13:00:00,0.0,0.0
1253,2020-09-01 15:52:51,2020-09-01 18:29:52,2020-09-05 12:55:00,34.699815,-76.712252
1254,2020-09-01 15:53:03,2020-09-01 17:08:30,2020-09-02 18:50:00,0.0,0.0
1256,2020-09-01 15:57:58,2020-09-02 18:43:36,2020-09-04 15:04:00,0.0,0.0
1258,2020-09-01 15:58:27,2020-09-02 14:02:26,2020-09-06 10:48:00,0.0,0.0
1260,2020-09-01 16:00:59,2020-09-02 18:16:05,2020-09-09 11:02:00,0.0,0.0
1262,2020-09-01 16:01:53,2020-09-02 14:41:39,2020-09-11 11:41:00,0.0,0.0
1263,2020-09-01 16:01:58,2020-09-03 13:37:04,2020-09-10 12:11:00,0.0,0.0
1264,2020-09-01 16:01:59,2020-09-03 13:37:02,2020-09-10 12:11:00,0.0,0.0
1268,2020-09-01 16:05:23,2020-09-02 14:04:31,2020-09-08 14:51:00,0.0,0.0
1269,2020-09-01 16:05:23,2020-09-02 14:04:30,2020-09-08 14:51:00,0.0,0.0
1270,2020-09-01 16:06:13,2020-09-02 21:15:02,2020-09-08 16:05:00,0.0,0.0
1271,2020-09-01 16:06:34,2020-09-04 19:56:14,2020-09-12 12:02:00,0.0,0.0
1272,2020-09-01 16:08:05,2020-09-02 14:20:20,2020-09-08 14:48:00,0.0,0.0
1274,2020-09-01 16:10:05,2020-09-02 16:48:02,2020-09-08 17:02:00,39.86561103052598,-105.21696498271115
1275,2020-09-01 16:10:23,2020-09-02 18:49:32,2020-09-09 18:05:00,29.79637812244898,-95.49685720408162
1276,2020-09-01 16:14:27,2020-09-04 20:38:28,2020-09-11 20:38:00,43.052752056742996,-88.09259537772532
1277,2020-09-01 16:15:54,2020-09-02 15:58:58,2020-09-10 11:20:00,29.549568,-98.258276
1279,2020-09-01 16:16:55,2020-09-03 15:43:35,2020-09-09 12:36:00,0.0,0.0
1280,2020-09-01 16:16:59,2020-09-02 13:09:59,2020-09-08 15:20:00,33.4957833,-117.6186473
1282,2020-09-01 16:19:18,2020-09-02 15:54:08,2020-09-16 13:50:00,39.065979,-82.743931
1283,2020-09-01 16:19:41,2020-09-02 14:03:51,2020-09-09 10:24:00,0.0,0.0
1284,2020-09-01 16:20:27,2020-09-02 14:24:40,2020-09-08 12:27:00,28.9233650329656,-81.67908719865552
1285,2020-09-01 16:20:45,2020-09-02 13:56:32,2020-09-08 15:38:00,43.149192102040814,-77.58974244897959
1286,2020-09-01 16:20:59,2020-09-01 19:40:58,2020-09-09 15:29:00,0.0,0.0
1287,2020-09-01 16:21:02,2020-09-01 19:05:17,2020-09-04 17:32:00,0.0,0.0
1288,2020-09-01 16:21:04,2020-09-10 15:39:52,2020-09-12 15:19:00,0.0,0.0
1289,2020-09-01 16:21:23,2020-09-02 14:24:01,2020-09-08 11:13:00,0.0,0.0
1290,2020-09-01 16:21:39,2020-09-02 14:15:28,2020-09-11 16:36:00,38.658604,-90.36636041470778
1291,2020-09-01 16:22:04,2020-09-02 15:28:14,2020-09-08 17:50:00,0.0,0.0
1292,2020-09-01 16:22:04,2020-09-02 15:28:13,2020-09-08 17:50:00,0.0,0.0
1293,2020-09-01 16:23:43,2020-09-01 19:39:01,2020-09-05 14:20:00,44.5101935,-68.1861752
1294,2020-09-01 16:23:44,2020-09-01 19:39:02,2020-09-05 14:20:00,44.5101935,-68.1861752
1295,2020-09-01 16:23:52,2020-09-02 14:23:24,2020-09-09 10:38:00,0.0,0.0
1300,2020-09-01 16:25:00,2020-09-02 14:29:58,2020-09-05 10:50:00,38.464466244221036,-91.01262498293661
1301,2020-09-01 16:25:33,2020-09-02 15:43:13,2020-09-09 15:34:00,33.8766385,-118.2949524
1302,2020-09-01 16:26:30,2020-09-02 16:46:30,2020-09-05 11:44:00,40.636852,-82.142181
1303,2020-09-01 16:27:07,2020-09-02 13:01:29,2020-09-09 14:27:00,33.549026998501,-111.90673464862998
1304,2020-09-01 16:27:15,2020-09-02 14:10:10,2020-09-05 11:07:00,0.0,0.0
1306,2020-09-01 16:27:31,2020-09-02 12:56:41,2020-09-08 12:26:00,42.544381650000005,-71.77262305729398
1307,2020-09-01 16:28:08,2020-09-02 15:00:03,2020-09-09 11:31:00,37.73101041666666,-122.41834775000001
1308,2020-09-01 16:28:46,2020-09-02 15:50:24,2020-09-07 14:37:00,37.24234155,-121.81972266611112
1309,2020-09-01 16:28:53,2020-09-02 17:32:35,2020-09-05 16:29:00,38.5791797,-90.4406534
1310,2020-09-01 16:29:22,2020-09-02 16:44:57,2020-09-08 14:26:00,41.48416076113155,-90.47057269551561
1311,2020-09-01 16:30:21,2020-09-02 18:39:16,2020-09-08 13:09:00,0.0,0.0
1312,2020-09-01 16:30:22,2020-09-02 18:39:15,2020-09-08 13:09:00,0.0,0.0
1313,2020-09-01 16:31:06,2020-09-02 18:14:23,2020-09-04 12:20:00,0.0,0.0
1314,2020-09-01 16:32:34,2020-09-02 12:55:30,2020-09-08 13:54:00,35.7192747,-80.9672934
1315,2020-09-01 16:33:25,2020-09-02 16:43:49,2020-09-08 13:31:00,0.0,0.0
1317,2020-09-01 16:34:27,2020-09-03 17:54:39,2020-09-10 11:52:00,0.0,0.0
1318,2020-09-01 16:35:42,2020-09-02 15:46:11,2020-09-09 12:22:00,0.0,0.0
1319,2020-09-01 16:36:24,2020-09-02 17:05:49,2020-09-08 09:55:00,36.05232752652333,-79.76579703875888
1321,2020-09-01 16:40:10,2020-09-02 13:53:59,2020-09-09 11:17:00,0.0,0.0
1322,2020-09-01 16:40:11,2020-09-02 13:53:58,2020-09-09 11:17:00,0.0,0.0
1324,2020-09-01 16:43:05,2020-09-04 14:03:07,2020-09-12 12:35:00,0.0,0.0
1325,2020-09-01 16:44:31,2020-09-01 19:05:47,2020-09-08 15:58:00,47.8035232,-122.2296069
1326,2020-09-01 16:44:32,2020-09-01 19:05:46,2020-09-08 15:58:00,47.8035232,-122.2296069
1327,2020-09-01 16:45:30,2020-09-04 18:47:24,2020-09-14 13:14:00,36.08007023688766,-95.89154319893107
1328,2020-09-01 16:45:52,2020-09-02 15:53:02,2020-09-09 13:48:00,27.182337289463142,-80.28600021797229
1329,2020-09-01 16:47:59,2020-09-02 16:44:12,2020-09-10 16:42:00,40.79698,-73.9708847
1330,2020-09-01 16:48:02,2020-09-02 15:32:09,2020-09-09 11:20:00,0.0,0.0
1332,2020-09-01 16:51:04,2020-09-03 17:00:07,2020-09-11 11:10:00,0.0,0.0
1333,2020-09-01 16:51:21,2020-09-02 15:46:57,2020-09-06 12:43:00,0.0,0.0
1334,2020-09-01 16:51:49,2020-09-02 13:02:15,2020-09-08 17:21:00,39.86353625,-86.07988060714285
1336,2020-09-01 16:53:39,2020-09-09 17:25:30,2020-09-15 16:12:00,0.0,0.0
1341,2020-09-01 16:57:07,2020-09-03 15:09:01,2020-09-09 16:58:00,43.064702499999996,-78.8639016864754
1343,2020-09-01 16:59:29,2020-09-02 15:59:05,2020-09-09 18:12:00,26.005169789185583,-80.40693325038475
1345,2020-09-01 17:02:28,2020-09-02 17:06:40,2020-09-08 14:33:00,27.968203465966766,-82.28235638721553
1346,2020-09-01 17:07:05,2020-09-02 15:33:40,2020-09-04 15:00:00,42.063199269398176,-87.94962631144546
1348,2020-09-01 17:08:06,2020-09-02 12:47:13,2020-09-06 12:22:00,39.94468265306123,-74.07857342857143
1349,2020-09-01 17:08:06,2020-09-02 12:47:14,2020-09-06 12:22:00,39.94468265306123,-74.07857342857143
1350,2020-09-01 17:08:07,2020-09-03 14:43:42,2020-09-09 11:00:00,39.94468265306123,-74.07857342857143
1351,2020-09-01 17:08:07,2020-09-03 14:43:41,2020-09-09 11:00:00,39.94468265306123,-74.07857342857143
1353,2020-09-01 17:09:05,2020-09-02 14:17:00,2020-09-08 16:53:00,0.0,0.0
1354,2020-09-01 17:09:06,2020-09-02 14:17:01,2020-09-08 16:53:00,0.0,0.0
1355,2020-09-01 17:09:09,2020-09-02 16:29:41,2020-09-04 14:49:00,41.74487826175354,-88.13873067174937
1356,2020-09-01 17:09:26,2020-09-02 15:39:40,2020-09-08 19:22:00,0.0,0.0
1357,2020-09-01 17:09:46,2020-09-02 14:23:40,2020-09-12 11:26:00,35.79732695559447,-80.24709293761163
1358,2020-09-01 17:11:30,2020-09-02 17:20:16,2020-09-08 19:29:00,32.7452501,-97.20880241072378
1359,2020-09-01 17:14:16,2020-09-03 15:29:32,2020-09-09 17:55:00,37.82099132113596,-122.00332543474109
1361,2020-09-01 17:15:26,2020-09-01 18:52:08,2020-09-05 11:19:00,28.2154831,-81.2587365
1362,2020-09-01 17:15:35,2020-09-02 17:24:21,2020-09-08 15:45:00,39.35741781067513,-84.39369626743603
1363,2020-09-01 17:17:12,2020-09-02 15:02:31,2020-09-09 17:22:00,0.0,0.0
1364,2020-09-01 17:17:56,2020-09-02 13:43:47,2020-09-03 17:09:00,39.183625589607885,-86.48178902121998
1365,2020-09-01 17:19:11,2020-09-01 19:38:19,2020-09-04 11:40:00,30.89071666706452,-83.13602711103395
1366,2020-09-01 17:19:48,2020-09-02 15:32:30,2020-09-09 15:38:00,0.0,0.0
1367,2020-09-01 17:20:06,2020-09-01 19:41:51,2020-09-05 12:41:00,0.0,0.0
1368,2020-09-01 17:20:06,2020-09-01 19:41:52,2020-09-05 12:41:00,0.0,0.0
1370,2020-09-01 17:20:57,2020-09-03 15:25:21,2020-09-09 15:55:00,34.97895559183673,-79.2339153265306
1371,2020-09-01 17:21:30,2020-09-02 16:43:32,2020-09-08 13:29:00,0.0,0.0
1372,2020-09-01 17:23:10,2020-09-02 17:06:31,2020-09-08 17:04:00,41.926749900000004,-70.70184502746503
1373,2020-09-01 17:23:23,2020-09-02 16:42:06,2020-09-09 07:55:00,0.0,0.0
1374,2020-09-01 17:23:26,2020-09-01 18:17:48,2020-09-05 13:33:00,34.281799449999994,-119.26052884484582
1375,2020-09-01 17:24:15,2020-09-02 15:53:52,2020-09-08 11:12:00,41.27993579266384,-81.77024190850247
1376,2020-09-01 17:24:20,2020-09-02 15:25:51,2020-09-08 14:49:00,0.0,0.0
1377,2020-09-01 17:24:30,2020-09-02 18:44:53,2020-09-08 15:18:00,0.0,0.0
1378,2020-09-01 17:24:44,2020-09-02 17:41:09,2020-09-08 17:18:00,40.00517,-75.18127940740742
1379,2020-09-01 17:24:56,2020-09-02 14:24:43,2020-09-09 13:52:00,34.433758,-119.707013
1381,2020-09-01 17:25:20,2020-09-02 16:25:47,2020-09-08 13:58:00,34.7202301,-81.5918221
1382,2020-09-01 17:25:59,2020-09-02 16:23:40,2020-09-08 12:56:00,33.3046479,-112.0990584
1383,2020-09-01 17:26:06,2020-09-02 15:55:10,2020-09-09 13:19:00,40.6998733,-73.32218125910845
1384,2020-09-01 17:26:27,2020-09-08 16:35:13,2020-09-16 10:06:00,0.0,0.0
1385,2020-09-01 17:27:01,2020-09-02 14:22:18,2020-09-09 10:27:00,33.210731,-117.286084
1386,2020-09-01 17:27:15,2020-09-02 18:48:16,2020-09-08 14:44:00,38.733784953975956,-120.71063720690361
1387,2020-09-01 17:30:10,2020-09-02 14:28:22,2020-09-08 12:54:00,0.0,0.0
1388,2020-09-01 17:30:15,2020-09-02 19:36:36,2020-09-05 12:02:00,36.247191317659386,-78.96523314534575
1389,2020-09-01 17:30:30,2020-09-04 13:38:39,2020-09-12 14:30:00,39.863262496821584,-83.08445020141038
1390,2020-09-01 17:30:30,2020-09-01 20:28:35,2020-09-05 14:18:00,39.863262496821584,-83.08445020141038
1391,2020-09-01 17:30:31,2020-09-01 20:28:36,2020-09-05 14:18:00,39.863262496821584,-83.08445020141038
1392,2020-09-01 17:30:31,2020-09-02 15:20:36,2020-09-09 13:04:00,39.863262496821584,-83.08445020141038
1393,2020-09-01 17:30:34,2020-09-02 16:45:14,2020-09-09 12:02:00,35.15935028087857,-84.86104409207836
1394,2020-09-01 17:30:58,2020-09-04 19:02:14,2020-09-16 15:43:00,0.0,0.0
1396,2020-09-01 17:31:35,2020-09-02 18:46:05,2020-09-11 12:57:00,34.751962397514625,-112.444401
1397,2020-09-01 17:32:02,2020-09-02 15:27:23,2020-09-08 18:43:00,42.41696260606061,-83.20090181818182
1398,2020-09-01 17:32:12,2020-09-02 15:54:39,2020-09-08 13:40:00,42.1864611,-72.5759827
1399,2020-09-01 17:33:02,2020-09-04 18:54:17,2020-09-12 15:26:00,36.747039677846594,-119.74220627653537
1400,2020-09-01 17:33:03,2020-09-04 18:54:16,2020-09-12 15:26:00,36.747039677846594,-119.74220627653537
1401,2020-09-01 17:33:03,2020-09-02 18:25:03,2020-09-09 15:37:00,36.747039677846594,-119.74220627653537
1403,2020-09-01 17:33:19,2020-09-02 13:05:08,2020-09-08 15:46:00,42.65482445,-72.03711382034231
1404,2020-09-01 17:36:02,2020-09-02 13:02:51,2020-09-08 11:44:00,0.0,0.0
1405,2020-09-01 17:37:09,2020-09-03 19:51:40,2020-09-08 12:57:00,0.0,0.0
1406,2020-09-01 17:38:56,2020-09-01 21:37:38,2020-09-05 17:09:00,39.699399,-104.954703
1407,2020-09-01 17:38:56,2020-09-01 21:37:37,2020-09-05 17:09:00,39.699399,-104.954703
1408,2020-09-01 17:39:34,2020-09-03 20:03:26,2020-09-12 14:20:00,45.584734499999996,-122.70941653312798
1409,2020-09-01 17:41:28,2020-09-02 14:24:10,2020-09-08 12:59:00,0.0,0.0
1410,2020-09-01 17:41:30,2020-09-02 16:25:24,2020-09-08 11:11:00,0.0,0.0
1412,2020-09-01 17:43:32,2020-09-02 17:05:16,2020-09-08 12:19:00,0.0,0.0
1414,2020-09-01 17:47:02,2020-09-03 16:51:06,2020-09-09 13:40:00,0.0,0.0
1415,2020-09-01 17:47:52,2020-09-10 17:00:01,2020-09-16 11:14:00,30.503799955959256,-97.6255931962737
1416,2020-09-01 17:47:59,2020-09-02 12:51:44,2020-09-08 13:51:00,34.04744578555355,-118.49547405784153
1418,2020-09-01 17:49:12,2020-09-04 17:31:15,2020-09-12 11:04:00,38.6568245,-90.5223586
1419,2020-09-01 17:49:28,2020-09-01 19:24:08,2020-09-11 14:43:00,29.563220324428784,-81.21893335114244
1420,2020-09-01 17:52:46,2020-09-08 21:14:30,2020-09-15 11:58:00,34.026875999999994,-118.44208153125
1421,2020-09-01 17:53:07,2020-09-02 15:01:25,2020-09-05 16:47:00,46.54748671539607,-92.13229940016774
1422,2020-09-01 17:54:15,2020-09-02 18:36:18,2020-09-08 18:41:00,0.0,0.0
1423,2020-09-01 17:54:26,2020-09-03 20:45:23,2020-09-09 16:57:00,42.23192233333334,-83.37751522222223
1424,2020-09-01 17:54:59,2020-09-02 16:29:21,2020-09-10 15:26:00,0.0,0.0
1425,2020-09-01 17:55:49,2020-09-02 17:18:49,2020-09-10 18:38:00,40.748939,-74.227514
1426,2020-09-01 17:55:59,2020-09-02 18:55:39,2020-09-08 14:41:00,34.921731713546016,-80.56084338593415
1428,2020-09-01 17:57:25,2020-09-04 17:53:31,2020-09-08 17:44:00,0.0,0.0
1429,2020-09-01 17:58:26,2020-09-04 18:37:07,2020-09-12 16:31:00,37.8554453990592,-122.48369227257291
1431,2020-09-01 18:00:58,2020-09-02 19:43:26,2020-09-08 13:59:00,0.0,0.0
1432,2020-09-01 18:01:01,2020-09-02 17:03:30,2020-09-08 13:47:00,33.1287033,-96.69894889727873
1433,2020-09-01 18:01:37,2020-09-02 18:46:18,2020-09-05 14:39:00,33.880424441764994,-83.95105808212564
1434,2020-09-01 18:03:16,2020-09-03 15:57:23,2020-09-12 14:58:00,0.0,0.0
1436,2020-09-01 18:05:34,2020-09-02 14:54:40,2020-09-05 12:24:00,0.0,0.0
1437,2020-09-01 18:07:44,2020-09-02 18:39:24,2020-09-09 12:09:00,0.0,0.0
1438,2020-09-01 18:09:51,2020-09-02 17:30:44,2020-09-09 11:56:00,0.0,0.0
1439,2020-09-01 18:10:58,2020-09-02 20:37:44,2020-09-08 13:53:00,0.0,0.0
1440,2020-09-01 18:11:37,2020-09-01 20:01:53,2020-09-05 13:42:00,0.0,0.0
1441,2020-09-01 18:13:01,2020-09-04 20:12:25,2020-09-14 13:58:00,0.0,0.0
1444,2020-09-01 18:15:29,2020-09-02 16:25:42,2020-09-08 12:32:00,0.0,0.0
1445,2020-09-01 18:17:43,2020-09-03 16:10:36,2020-09-09 14:58:00,40.86724273007235,-82.33833222374852
1448,2020-09-01 18:27:17,2020-09-04 20:14:18,2020-09-14 12:15:00,0.0,0.0
1449,2020-09-01 18:27:25,2020-09-02 15:53:42,2020-09-09 10:11:00,0.0,0.0
1450,2020-09-01 18:28:53,2020-09-02 15:35:05,2020-09-09 13:13:00,0.0,0.0
1451,2020-09-01 18:29:38,2020-09-02 16:59:10,2020-09-08 12:10:00,38.53656807692308,-121.44567084615385
1452,2020-09-01 18:30:24,2020-09-02 19:24:13,2020-09-09 11:00:00,37.57260329810751,-83.41124993585665
1453,2020-09-01 18:31:51,2020-09-02 17:12:45,2020-09-09 11:42:00,46.590183812664414,-120.66210469974592
1454,2020-09-01 18:32:29,2020-09-02 20:03:15,2020-09-09 11:06:00,42.447687962544684,-123.32093339298235
1457,2020-09-01 18:35:16,2020-09-02 16:52:32,2020-09-08 12:15:00,33.1684326,-96.8842545
1458,2020-09-01 18:36:41,2020-09-02 19:23:33,2020-09-09 11:23:00,47.4540959,-120.3472521
1459,2020-09-01 18:37:35,2020-09-05 14:34:19,2020-09-16 12:11:00,34.49507,-117.36306586975701
1460,2020-09-01 18:37:43,2020-09-02 16:45:23,2020-09-04 16:46:00,42.919926625,-88.837049125
1461,2020-09-01 18:41:17,2020-09-02 18:38:20,2020-09-09 11:48:00,30.302660222222222,-81.57165
1462,2020-09-01 18:43:17,2020-09-02 18:46:31,2020-09-08 14:52:00,29.495678,-95.173833
1463,2020-09-01 18:44:04,2020-09-03 20:13:03,2020-09-10 18:13:00,0.0,0.0
1464,2020-09-01 18:44:54,2020-09-02 18:22:23,2020-09-08 15:44:00,0.0,0.0
1465,2020-09-01 18:45:04,2020-09-02 18:53:13,2020-09-09 10:19:00,41.29861336719782,-92.64207502685105
1466,2020-09-01 18:45:16,2020-09-03 17:49:57,2020-09-09 10:31:00,0.0,0.0
1467,2020-09-01 18:46:37,2020-09-02 20:28:52,2020-09-08 08:24:00,0.0,0.0
1468,2020-09-01 18:46:51,2020-09-02 16:58:47,2020-09-10 10:55:00,0.0,0.0
1470,2020-09-01 18:48:04,2020-09-02 18:38:35,2020-09-08 10:52:00,0.0,0.0
